entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
THOM,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Flavien D'Audiffret. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/379587900,api-entreprises:GE:commerce / distribution
BANQUE POPULAIRE AUVERGNE RHONE ALPES (BP AURA),Lyon,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Lionel Baud. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/605520071,api-entreprises:GE:banque / assurance
AXIMA REFRIGERATION FRANCE (QUIRI REFRIGERATION),Bischheim,,,Grand compte (GE) — cible transformation digitale,industrie manufacturière,"Grand compte (GE) (industrie manufacturière, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Regis Greiner. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/440267177,api-entreprises:GE:industrie manufacturière
NATRAN (NATRAN),Bois-Colombes,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Paul Bizot-Espiard. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/440117620,api-entreprises:GE:transport / logistique
BURGER KING RESTAURATION,Clichy,,,Grand compte (GE) — cible transformation digitale,hôtellerie / restauration,"Grand compte (GE) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Alexandre Simon. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/801363227,api-entreprises:GE:hôtellerie / restauration
RESOTAINER,Sete,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Blandine Koretzky (Debayle). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/892277393,api-entreprises:GE:immobilier
ASSOCIATION NATIONALE DE PREVENTION EN ALCOOLOGIE ET ADDICTOLOGIE (ANPAA),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775660087,api-entreprises:GE:santé / médico-social
"ENTERPRISE HOLDINGS FRANCE (ENTERPRISE RENT-A-CAR/CITER, ENTERPRISE RENT-A-CAR, NATIONAL CAR RENTAL, ALAMO RENT-A-CAR.)",Paris,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Christopher Bucknall. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/318771995,api-entreprises:GE:services aux entreprises
SONEPAR FRANCE DISTRIBUTION,Boulogne-Billancourt,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Leopold Bernard. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/824484653,api-entreprises:GE:commerce / distribution
BRED BANQUE POPULAIRE (BRED),Paris,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nadine Calves (Adam). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/552091795,api-entreprises:GE:banque / assurance
FAST RETAILING FRANCE,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Mamady Kourouma. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/482065786,api-entreprises:GE:industrie manufacturière
SCHENKER FRANCE,Montaigu-Vendee,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : François Mallassagne. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/311799456,api-entreprises:GE:transport / logistique
RESTALLIANCE,Lyon,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Christophe Dassonville. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/391125796,api-entreprises:GE:hôtellerie / restauration
RESIDE ETUDES SENIORS (R.E.S.),Meaux,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Laurent Noiriel. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/797488723,api-entreprises:GE:immobilier
VITALLIANCE (VITALLIANCE),Courbevoie,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Frank Ribuot. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/451053383,api-entreprises:GE:santé / médico-social
SIXT SAS,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Philippe Doyen. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/411207012,api-entreprises:GE:services aux entreprises
ETABLISSEMENTS NICOLAS,Thiais,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Sophie Palatsi (Antherieu). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/542066238,api-entreprises:GE:commerce / distribution
ASSURANCES 2000,Montreuil,,,ETI (taille intermédiaire) — cible transformation digitale,banque / assurance,"ETI (taille intermédiaire) (banque / assurance, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Societe Francilienne D'Expertise Et D'Audit Comptable. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/305362162,api-entreprises:GE:banque / assurance
THE KOOPLES PRODUCTION,Paris,,,Grand compte (GE) — cible transformation digitale,industrie manufacturière,"Grand compte (GE) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Arnaud Reytan. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/507769164,api-entreprises:GE:industrie manufacturière
FEDEX EXPRESS FR,Lyon,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nicolas Cotelle. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/973505357,api-entreprises:GE:transport / logistique
B & B HOTELS FRANCE,Brest,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Valerio Duchini. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/378047500,api-entreprises:GE:hôtellerie / restauration
HOMEBOX,Clichy,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Soukaina Arharbi. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/404196529,api-entreprises:GE:immobilier
ASSOCIATION POUR LE DROIT A L'INITIATIVE ECONOMIQUE (A.D.I.E.),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Dominique Combes (Aillet). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/352216873,api-entreprises:GE:santé / médico-social
ONET SERVICES,Marseille,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 10 000 salariés et plus) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Xavier Ouvrard. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/067800425,api-entreprises:GE:services aux entreprises
MAXI ZOO FRANCE,Vaulx-Milieu,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Philippe Blasco. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/389435215,api-entreprises:GE:commerce / distribution
GROUPAMA D'OC,Balma,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Herve Aubagna. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/391851557,api-entreprises:GE:banque / assurance
PATISSERIE E.LADUREE,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Eric Bleuze. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/572045540,api-entreprises:GE:industrie manufacturière
DAHER LOGISTICS,Orly,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Luc Barlet. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/068803055,api-entreprises:GE:transport / logistique
CONVIVIO-RCO,Bedee,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cjp. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/341067692,api-entreprises:GE:hôtellerie / restauration
CDC HABITAT SOCIAL SOCIETE ANONYME D'HABITATIONS A LOYER MODERE,Paris,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Najoua Benfella. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/552046484,api-entreprises:GE:immobilier
INSTITUTION DE GESTION SOCIALE DES ARMEES (IGESA),Bastia,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/180090060,api-entreprises:GE:santé / médico-social
ORGANISATION VOYAGES PLANCHE (AILLEURS BUSINESS) (OVP),Lyon,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : David Bernin. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/312326275,api-entreprises:GE:services aux entreprises
GIFI MAG,Villeneuve Sur Lot,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Gifi. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/478725625,api-entreprises:GE:commerce / distribution
CAISSE D'EPARGNE ET DE PREVOYANCE HAUTS DE FRANCE (CAISSE D'EPARGNE HAUTS DE FRANCE) (CEP (OU CAISSE D'EPA),Lille,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Mathilde Roy (Arroyo). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/383000692,api-entreprises:GE:banque / assurance
DALKIA FROID SOLUTIONS,Verrieres-En-Anjou,,,Grand compte (GE) — cible transformation digitale,industrie manufacturière,"Grand compte (GE) (industrie manufacturière, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Yannick Duport. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/066201120,api-entreprises:GE:industrie manufacturière
CEVA AIR & OCEAN INTERNATIONAL,Courbevoie,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Thomas Cassuto. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/552088536,api-entreprises:GE:transport / logistique
DUPONT RESTAURATION,Libercourt,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Aequitas Audit - Sociee De Commissariat Aux Comptes. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/410151674,api-entreprises:GE:hôtellerie / restauration
SHURGARD FRANCE,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ahmed Kharouf. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/403609779,api-entreprises:GE:immobilier
MICROBABY,Paris,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Luc Bourdalé. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/800895088,api-entreprises:GE:santé / médico-social
SN AGENCES,Pont-De-Buis-Les-Quimerch,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Franck Autret. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/315281766,api-entreprises:GE:services aux entreprises
YVES ROCHER FRANCE,Rennes,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Guillaume Darrousez. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/808529184,api-entreprises:GE:commerce / distribution
CREDIT INDUSTRIEL ET COMMERCIAL (CIC),Paris,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Daniel Baal. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/542016381,api-entreprises:GE:banque / assurance
PROTEOR,Saint-Apollinaire,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean Cantero Contreras (Cantero Contreras). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/542083704,api-entreprises:GE:industrie manufacturière
Q-PARK FRANCE (PARCOFRANCE SERVICES),Issy-Les-Moulineaux,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Michele Salvadoretti. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/378888234,api-entreprises:GE:transport / logistique
SUD EST RESTAURATION S E R,Manziat,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Stephane Mayeux. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/390703890,api-entreprises:GE:hôtellerie / restauration
SQUARE HABITAT ATLANTIQUE VENDEE (SQUARE HABITAT),Nantes,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Francois Beranger. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/384121299,api-entreprises:GE:immobilier
CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/187500061,api-entreprises:GE:santé / médico-social
AVIS LOCATION DE VOITURES,Courbevoie,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cathleen De Genova. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/652023961,api-entreprises:GE:services aux entreprises
REXEL FRANCE (INOVEHA),Paris,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Thomas Moreau. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/309304616,api-entreprises:GE:commerce / distribution
BANQUE POPULAIRE GRAND OUEST,Saint-Gregoire,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Gilles Baratte. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/857500227,api-entreprises:GE:banque / assurance
CEMEX BETONS SUD OUEST,Rungis,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ion Barascu. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/400151577,api-entreprises:GE:industrie manufacturière
DPD FRANCE,Issy-Les-Moulineaux,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Samuel Gangnant. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/444420830,api-entreprises:GE:transport / logistique
RESTAUVAL,Rochecorbon,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Compass Group France. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/448596718,api-entreprises:GE:hôtellerie / restauration
LES BELLES ANNEES,Lyon,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Dora D'Ambrosio. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/529300055,api-entreprises:GE:immobilier
ALFA 3A,Amberieu-En-Bugey,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775544026,api-entreprises:GE:santé / médico-social
FRAIKIN ASSETS,Colombes,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ernst & Young Et Autres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/447895954,api-entreprises:GE:services aux entreprises
GROUPE NOCIBE (NOCIBE),Lille,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Kpmg S.A.. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/451489017,api-entreprises:GE:commerce / distribution
CAISSE D'EPARGNE CEPAC (CAISSE EPARGNE CEPAC) (CEPAC),Marseille 6Eme,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Andre Agostini. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/775559404,api-entreprises:GE:banque / assurance
CLAUDIE PIERLOT (CLAUDIE PIERLOT),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Anne Cottin (Bouyssy). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/328759857,api-entreprises:GE:industrie manufacturière
CEVA LOGISTICS GROUND & RAIL FRANCE,Courbevoie,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Fabrice Barthe. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/789791464,api-entreprises:GE:transport / logistique
RESTORIA,Angers,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Soveco. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/332323047,api-entreprises:GE:hôtellerie / restauration
