entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
GOBLINZ STUDIO,Yutz,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Johann Verbroucht. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/819461393,api-entreprises:scaleup:éditeur de jeux vidéo
EQUINIX FRANCE SAS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 200 à 249 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Regis Castagne. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/429840853,api-entreprises:scaleup:SaaS / hébergement / data
THE SOCIALITE FAMILY,Paris,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Constance Geneslay (Gennari). Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/797641131,api-entreprises:scaleup:plateforme / portail web
APLICIT (APLISIM),Lyon,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/489972406,api-entreprises:scaleup:éditeur de logiciels applicatifs
ERT INTEGRATION,Massy,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/413851593,api-entreprises:scaleup:éditeur de logiciels système/réseau
JAMESPOT,Montreuil,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/483321378,api-entreprises:scaleup:éditeur d'outils de développement
UMESHU LOVERS,Toulouse,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Arnaud Molle. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/838003267,api-entreprises:scaleup:éditeur de jeux vidéo
XELIANS DIGITAL (CD DOC SERVICES-SCANECO-COMPLITYS),Buc,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jon Elicherigoity. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/409874625,api-entreprises:scaleup:SaaS / hébergement / data
SAS AGRICONOMIE (AGRYCO),Villejuif,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Benjamin Belldegrun. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/799365176,api-entreprises:scaleup:plateforme / portail web
GENERIX GROUP,Lesquin,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/377619150,api-entreprises:scaleup:éditeur de logiciels applicatifs
WALLIX,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jean-Noel De Galzain. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/450401153,api-entreprises:scaleup:éditeur de logiciels système/réseau
FUTUROSOFT,Montaigu-Vendee,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jessica Ifker Delpirou (Ifker). Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/344239603,api-entreprises:scaleup:éditeur d'outils de développement
NEW TALES,Versailles,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Benoit Dufour. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/909289977,api-entreprises:scaleup:éditeur de jeux vidéo
ODIGO,Boulogne-Billancourt,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/529038978,api-entreprises:scaleup:SaaS / hébergement / data
CLIMB,Vincennes,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Aldric Emié. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/813805975,api-entreprises:scaleup:plateforme / portail web
SKEEPERS,Marseille,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Marc Bonnamour. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/879038990,api-entreprises:scaleup:éditeur de logiciels applicatifs
LUMAPPS,Tassin-La-Demi-Lune,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 200 à 249 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Sebastien Ricard. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/788743474,api-entreprises:scaleup:éditeur de logiciels système/réseau
YSEOP,Lyon,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/433429065,api-entreprises:scaleup:éditeur d'outils de développement
BACASABLE FRANCE,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Sebastien Borget. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/912616307,api-entreprises:scaleup:éditeur de jeux vidéo
XBP EUROPE AST,Noisiel,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jaymin Chhaya. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/379440670,api-entreprises:scaleup:SaaS / hébergement / data
DISRUPTDEAL,Rivesaltes,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/834104820,api-entreprises:scaleup:plateforme / portail web
ESRI FRANCE,Meudon,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Dangermond Paul Jacob. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/348499740,api-entreprises:scaleup:éditeur de logiciels applicatifs
VU LOG,Nice,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 50 à 99 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Gregory Duconge. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/490533528,api-entreprises:scaleup:éditeur de logiciels système/réseau
PLEZI,Marseille,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/814540373,api-entreprises:scaleup:éditeur d'outils de développement
CELSIUS ONLINE,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Levan Sardjeveladze. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/481345445,api-entreprises:scaleup:éditeur de jeux vidéo
IDLINE (IDLINE) (INTERPC),L'Isle-D'Espagnac,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/411678972,api-entreprises:scaleup:SaaS / hébergement / data
MADTECH,Paris,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Nazim Chibane. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/854076205,api-entreprises:scaleup:plateforme / portail web
TOPSOLID,Evry-Courcouronnes,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 250 à 499 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/329109227,api-entreprises:scaleup:éditeur de logiciels applicatifs
CORTUS,Mauguio,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Michael Chapman. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/484893763,api-entreprises:scaleup:éditeur de logiciels système/réseau
SA IDEAL SOFT INFORMATIQUE SUD (ISIS),Saint-Clement-De-Riviere,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Vincent Roques. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/324333830,api-entreprises:scaleup:éditeur d'outils de développement
EUGEN SYSTEMS (EUGEN SYSTEMS),Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Alexis Le Dressay. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/415119858,api-entreprises:scaleup:éditeur de jeux vidéo
PAIE & RH SOLUTIONS,Pau,,,Client final tech (éditeur/scale-up) — mission directe,SaaS / hébergement / data,"Client final tech (SaaS / hébergement / data, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jean-Baptiste De Charette De La Contrie. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/452163801,api-entreprises:scaleup:SaaS / hébergement / data
EVEN MEDIA INTERACTIVE (GROUPE EVEN - EM GROUPE),Marseille,,,Client final tech (éditeur/scale-up) — mission directe,plateforme / portail web,"Client final tech (plateforme / portail web, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Patrick Moulin. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/424818615,api-entreprises:scaleup:plateforme / portail web
BOOKING.COM (FRANCE) SAS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels applicatifs,"Client final tech (éditeur de logiciels applicatifs, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Johannes Traas. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/449620848,api-entreprises:scaleup:éditeur de logiciels applicatifs
EFFICY FRANCE (E-DEAL),Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de logiciels système/réseau,"Client final tech (éditeur de logiciels système/réseau, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jean-Charles Nicolas. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/420688400,api-entreprises:scaleup:éditeur de logiciels système/réseau
CAST,Meudon,,,Client final tech (éditeur/scale-up) — mission directe,éditeur d'outils de développement,"Client final tech (éditeur d'outils de développement, 100 à 199 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Vincent Delaroche. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/379668809,api-entreprises:scaleup:éditeur d'outils de développement
ZERO GAMES STUDIOS,Paris,,,Client final tech (éditeur/scale-up) — mission directe,éditeur de jeux vidéo,"Client final tech (éditeur de jeux vidéo, 20 à 49 salariés) : développe son propre produit logiciel → besoin de dev récurrent, budget, projets sérieux. Décideur à contacter en direct : Jean Tramier. Mission freelance directe à décrocher (pas d'intermédiaire ESN).",https://annuaire-entreprises.data.gouv.fr/entreprise/795106095,api-entreprises:scaleup:éditeur de jeux vidéo
